symbol,timestamp,best_bid_price,best_bid_qty,best_ask_price,best_ask_qty,mid_price,spread,volume_imbalance,rolling_volatility,mid_price_sq,spread_sq,volume_imbalance_sq,rolling_volatility_sq,mid_price_x_spread,mid_price_x_volume_imbalance,mid_price_x_rolling_volatility,spread_x_volume_imbalance,spread_x_rolling_volatility,volume_imbalance_x_rolling_volatility
BNBUSDT,2025-03-13 03:59:30.128,577.09,30.149,577.1,0.552,577.095,0.0099999999999909,0.9640402589609328,,333038.63902500004,9.9999999999818e-05,0.9293736208974624,,5.770949999994748,556.3428132450596,,0.009640402589600555,,
BNBUSDT,2025-03-15 18:36:53.944,612.92,2.306,612.93,8.509,612.925,0.0099999999999909,-0.573555246811322,25.335635969913945,375677.0556249999,9.9999999999818e-05,0.32896562114479644,641.8944499999973,6.129249999994422,-351.5463496518295,15528.844676859504,-0.005735552468108,0.2533563596989089,-14.531386941845799
BNBUSDT,2025-03-15 18:37:54.179,613.02,4.751,613.03,11.571,613.025,0.0099999999999909,-0.4178409506078661,20.7153880002282,375799.65062499995,9.9999999999818e-05,0.17459106000488517,429.12729999999846,6.1302499999944216,-256.14694874638707,12699.050728839891,-0.004178409506074858,0.20715388000209348,-8.655737414226133
BNBUSDT,2025-03-15 18:38:54.408,612.09,23.787,612.1,1.557,612.095,0.0099999999999909,0.8771306814720918,17.79821526633123,374660.289025,9.9999999999818e-05,0.7693582323796962,316.77646666666607,6.12094999999443,536.8873044756601,10894.198573445015,0.008771306814712936,0.17798215266315034,15.611360685544101
BNBUSDT,2025-03-15 18:39:54.639,611.94,0.11,611.95,22.773,611.945,0.0099999999999909,-0.990385875544996,15.83980650134337,374476.68302500003,9.9999999999818e-05,0.9808641824790283,250.8994699999997,6.119449999994432,-606.0616846103826,9693.090389464569,-0.009903858755440947,0.15839806501328954,-15.687520630296273
BNBUSDT,2025-03-15 18:40:54.887,612.59,36.796,612.6,0.996,612.595,0.0099999999999909,0.9472904315867668,14.467441261904831,375272.63402500004,9.9999999999818e-05,0.897359161775843,209.30685666666645,6.125949999994425,580.3053819378955,8862.68217983659,0.009472904315859048,0.14467441261891664,13.704868676946026
BNBUSDT,2025-03-15 18:41:55.110,612.59,4.461,612.6,9.115,612.595,0.0099999999999909,-0.3428108424110114,13.399024484747276,375272.63402500004,9.9999999999818e-05,0.11751927367454729,179.53385714285702,6.125949999994425,-210.00420800677352,8208.175404233758,-0.0034281084241069943,0.13399024484735084,-4.593330871101982
BNBUSDT,2025-03-15 18:42:55.331,611.9,1.125,611.91,10.57,611.905,0.0099999999999909,-0.8076100890913979,12.503887109900772,374427.72902499995,9.9999999999818e-05,0.6522340560022156,156.3471928571427,6.119049999994432,-494.1806515654718,7651.191041983831,-0.008076100890906629,0.12503887109889394,-10.098265382815743
BNBUSDT,2025-03-15 18:43:55.556,612.15,33.158,612.16,0.868,612.155,0.0099999999999909,0.9489801913392756,11.777151608092671,374733.74402499996,9.9999999999818e-05,0.9005634035543281,138.7012999999998,6.121549999994429,580.9229690292942,7209.442242651969,0.00948980191338412,0.11777151608081954,11.17628358647944
BNBUSDT,2025-03-15 18:44:55.779,612.72,7.243,612.73,6.817,612.725,0.0099999999999909,0.0302987197508544,11.184392349261628,375431.92562500003,9.9999999999818e-05,0.0009180124185408146,125.09063222222204,6.127249999994424,18.564783059342265,6852.956802201332,0.00030298719750826826,0.1118439234925145,0.33887276937387817
BNBUSDT,2025-03-15 18:45:56.002,612.8,43.61,612.81,1.101,612.805,0.0099999999999909,0.950750374415524,0.4160341866287588,375529.96802499995,9.9999999999818e-05,0.9039262744512591,0.1730844444438529,6.128049999994423,582.6245831937051,254.9478297370365,0.009507503744146589,0.004160341866283802,0.39554465870695044
BNBUSDT,2025-03-15 18:46:56.230,613.08,12.386,613.09,0.769,613.085,0.0099999999999909,0.8830862783100826,0.4376909107266807,375873.21722500003,9.9999999999818e-05,0.7798413749395526,0.19157333333275117,6.130849999994421,541.406950937737,268.34173200286705,0.00883086278309279,0.004376909107262824,0.3865188374037751
BNBUSDT,2025-03-15 18:47:56.456,612.56,36.081,612.57,1.147,612.565,0.0100000000001045,0.9383797139415548,0.3979335511244805,375235.87922500004,0.00010000000000209,0.8805564875370343,0.1583511111105395,6.125650000064014,574.8185694706086,243.76016574456742,0.009383797139513608,0.003979335511286389,0.37341277187193705
BNBUSDT,2025-03-15 18:49:03.144,611.39,9.065,611.4,6.463,611.395,0.0099999999999909,0.1675682636736422,0.5119635403679745,373803.846025,9.9999999999818e-05,0.028079122990599274,0.2621066666661107,6.1139499999944364,102.45039856874646,313.01194876327776,0.001675682636734897,0.005119635403675086,0.08578884152367211
BNBUSDT,2025-03-15 18:50:03.363,612.03,6.495,612.04,0.835,612.035,0.0099999999999909,0.7721691667501103,0.5042585315749429,374586.841225,9.9999999999818e-05,0.5962452220795595,0.2542766666661177,6.12034999999443,472.59455597190373,308.6238703724702,0.007721691667494076,0.0050425853157448405,0.38937289015285786
BNBUSDT,2025-03-15 18:51:10.554,611.8,8.342,611.81,2.252,611.805,0.0099999999999909,0.5748536902257375,0.5291460625904923,374305.35802499996,9.9999999999818e-05,0.3304567651661482,0.27999555555502126,6.118049999994432,351.6983619485573,323.7342068231761,0.005748536902252144,0.005291460625900108,0.3041815667485636
BNBUSDT,2025-03-15 18:52:10.781,611.64,3.056,611.65,7.58,611.645,0.0099999999999909,-0.425347874741117,0.5562783076437723,374109.606025,9.9999999999818e-05,0.18092081454678496,0.30944555555501935,6.116449999994434,-260.1619008460305,340.24484547877506,-0.004253478747407299,0.0055627830764326605,-0.23661179592086382
BNBUSDT,2025-03-15 18:53:11.017,611.35,6.978,611.36,1.483,611.355,0.0099999999999909,0.6494504188045732,0.6141805742428096,373754.936025,9.9999999999818e-05,0.42178584648543554,0.3772177777772273,6.1135499999944365,397.04476078826985,375.48236496621286,0.006494504188039822,0.0061418057424225065,0.39887983116362596
BNBUSDT,2025-03-15 18:54:11.238,611.1,90.709,611.11,15.918,611.105,0.0099999999999909,0.7014264679019923,0.6985230450342123,373449.321025,9.9999999999818e-05,0.4919990898734646,0.48793444444386813,6.111049999994439,428.645221667247,426.8709254356323,0.007014264679013539,0.0069852304503357655,0.48996255222649177
BNBUSDT,2025-03-15 18:55:11.498,610.93,18.211,610.94,7.356,610.935,0.0100000000001045,0.4245707355479443,0.735282258727495,373241.57422499993,0.00010000000000209,0.18026030948372243,0.5406399999994068,6.109350000063842,259.3851223219833,449.2096667356821,0.0042457073555238105,0.007352822587351786,0.3121793294232864
BNBUSDT,2025-03-15 18:56:11.714,611.09,9.671,611.1,13.5,611.095,0.0099999999999909,-0.1652496654588711,0.6920187858717396,373437.09902500006,9.9999999999818e-05,0.027307451934268815,0.4788899999993966,6.110949999994439,-100.98324431358884,422.8892199522907,-0.0016524966545872072,0.006920187858711098,-0.11435587285655913
BNBUSDT,2025-03-15 18:57:11.986,611.49,23.838,611.5,87.442,611.495,0.0099999999999909,-0.571567217777537,0.4929908721258209,373926.135025,9.9999999999818e-05,0.32668908443795447,0.24303999999937748,6.114949999994435,-349.51049583487503,301.46145335057884,-0.005715672177770169,0.004929908721253723,-0.281777421170677
BNBUSDT,2025-03-15 18:58:13.393,611.45,1.425,611.46,18.718,611.455,0.0099999999999909,-0.8585116413351974,0.3378707839781875,373877.2170250001,9.9999999999818e-05,0.7370422383080546,0.11415666666603504,6.114549999994436,-524.9412356526132,206.59278021738265,-0.008585116413344161,0.0033787078397788,-0.2900660013123237
BNBUSDT,2025-03-15 18:59:14.629,611.63,3.727,611.64,14.237,611.635,0.0099999999999909,-0.5850590065770102,0.3434287893183974,374097.373225,9.9999999999818e-05,0.342294041176878,0.11794333333270017,6.1163499999944335,-357.8425654877296,210.05306755475797,-0.0058505900657647774,0.0034342878931808486,-0.2009261063085669
