symbol,timestamp,best_bid_price,best_bid_qty,best_ask_price,best_ask_qty
LTCUSDT,2025-03-16 01:16:19.045,92.59,167.133,92.6,2.574
LTCUSDT,2025-03-16 02:04:43.792,91.76,46.726,91.77,76.482
BTCUSDT,2025-03-16 04:33:48.970,84259.02,0.26917,84259.03,5.2889
BNBUSDT,2025-03-15 21:22:09.030,617.45,3.134,617.46,8.85
LTCUSDT,2025-03-15 19:34:26.467,92.77,15.88,92.78,45.186
BNBUSDT,2025-03-15 20:44:20.344,614.43,4.0,614.44,33.332
BNBUSDT,2025-03-16 01:03:14.168,618.89,9.63,618.9,14.813
XRPUSDT,2025-03-16 02:40:54.419,2.3831,11047.0,2.3832,10768.0
XRPUSDT,2025-03-16 05:17:03.492,2.3869,4170.0,2.387,27534.0
XRPUSDT,2025-03-16 04:03:36.651,2.3845,26499.0,2.3846,171.0
BNBUSDT,2025-03-16 05:38:08.508,608.34,35.329,608.35,0.818
XRPUSDT,2025-03-15 23:38:25.621,2.3908,11298.0,2.3909,16203.0
BTCUSDT,2025-03-16 05:08:00.746,84350.0,0.63484,84350.01,7.16043
ETHUSDT,2025-03-16 05:25:05.375,1930.69,106.7276,1930.7,2.131
XRPUSDT,2025-03-15 22:17:22.942,2.4093,13594.0,2.4094,10895.0
BTCUSDT,2025-03-15 20:27:00.876,84423.77,0.01755,84423.78,8.68654
BNBUSDT,2025-03-16 06:14:19.841,606.84,17.909,606.85,22.572
LTCUSDT,2025-03-16 04:18:41.419,92.58,39.41,92.59,5.696
LTCUSDT,2025-03-16 06:20:21.430,92.36,149.089,92.37,0.169
BTCUSDT,2025-03-16 03:45:29.204,84214.02,4.21208,84214.03,0.04343
BTCUSDT,2025-03-15 22:43:43.623,84328.2,3.16867,84328.21,0.79638
LTCUSDT,2025-03-15 20:16:44.290,93.19,49.532,93.2,21.91
BNBUSDT,2025-03-16 03:19:05.937,610.86,0.291,610.87,38.833
XRPUSDT,2025-03-16 05:26:05.592,2.3928,4561.0,2.3929,2050.0
BTCUSDT,2025-03-15 19:33:26.208,84232.53,4.19754,84232.54,1.06658
BTCUSDT,2025-03-15 19:53:02.297,84274.57,3.61179,84274.58,1.91474
LTCUSDT,2025-03-16 06:25:22.875,92.41,67.428,92.42,43.938
LTCUSDT,2025-03-16 01:01:13.721,92.57,127.349,92.58,1.533
BTCUSDT,2025-03-15 22:08:18.101,84421.53,0.1151,84421.54,5.89003
XRPUSDT,2025-03-16 04:37:50.152,2.3862,20828.0,2.3863,683.0
BNBUSDT,2025-03-15 22:23:24.322,617.96,11.692,617.97,1.141
LTCUSDT,2025-03-15 19:25:23.460,92.93,145.169,92.94,0.595
BNBUSDT,2025-03-16 07:22:38.496,606.09,8.363,606.1,7.356
BNBUSDT,2025-03-15 18:57:11.986,611.49,23.838,611.5,87.442
ETHUSDT,2025-03-16 07:13:35.401,1922.91,42.9959,1922.92,30.1595
BTCUSDT,2025-03-15 22:55:47.315,84409.34,1.97675,84409.35,1.7503
LTCUSDT,2025-03-15 23:00:50.327,93.05,45.698,93.06,20.634
XRPUSDT,2025-03-15 22:28:25.471,2.3993,7856.0,2.3994,9529.0
ETHUSDT,2025-03-16 07:21:38.272,1925.0,722.499,1925.01,169.1965
ETHUSDT,2025-03-15 19:27:24.054,1932.99,12.6372,1933.0,94.9448
BNBUSDT,2025-03-16 05:34:07.550,607.14,10.621,607.15,3.748
BNBUSDT,2025-03-16 05:51:11.652,608.43,0.036,608.44,15.677
ETHUSDT,2025-03-16 00:24:53.400,1938.59,48.8101,1938.6,8.5723
LTCUSDT,2025-03-16 00:54:11.617,92.62,58.328,92.63,135.344
BTCUSDT,2025-03-16 01:51:40.187,83971.69,0.40624,83971.7,8.88492
XRPUSDT,2025-03-15 19:39:42.220,2.4009,8769.0,2.401,4648.0
XRPUSDT,2025-03-16 05:01:59.284,2.382,741.0,2.3821,28106.0
BTCUSDT,2025-03-15 21:59:43.332,84388.72,2.40946,84388.73,0.96331
BNBUSDT,2025-03-15 21:23:09.250,617.35,0.748,617.36,2.166
LTCUSDT,2025-03-16 04:44:54.287,92.4,143.617,92.41,5.951
BNBUSDT,2025-03-16 05:36:08.034,607.79,37.193,607.8,1.03
BNBUSDT,2025-03-16 03:33:25.654,610.96,2.67,610.97,25.016
BNBUSDT,2025-03-15 22:36:27.345,618.43,23.841,618.44,3.523
LTCUSDT,2025-03-16 00:37:03.767,92.51,114.381,92.52,4.278
BNBUSDT,2025-03-15 23:24:56.268,617.28,10.725,617.29,6.494
LTCUSDT,2025-03-16 03:47:29.711,92.07,84.191,92.08,1.063
LTCUSDT,2025-03-15 21:22:09.032,92.97,75.784,92.98,3.309
BNBUSDT,2025-03-15 22:18:23.153,617.23,1.347,617.24,25.232
XRPUSDT,2025-03-15 22:10:18.562,2.4123,4406.0,2.4124,3548.0
BTCUSDT,2025-03-16 06:47:28.172,84265.97,0.90922,84265.98,5.97762
BTCUSDT,2025-03-16 05:15:02.998,84331.97,3.73238,84331.98,1.42821
XRPUSDT,2025-03-15 23:04:51.324,2.4011,2921.0,2.4012,7508.0
XRPUSDT,2025-03-15 20:29:01.393,2.4149,8643.0,2.415,7831.0
ETHUSDT,2025-03-16 07:02:32.258,1927.59,47.527,1927.6,28.106
XRPUSDT,2025-03-16 01:25:31.097,2.4036,13400.0,2.4037,733.0
LTCUSDT,2025-03-16 02:32:50.855,91.74,3.321,91.75,80.266
ETHUSDT,2025-03-15 20:18:44.767,1946.95,24.8753,1946.96,8.6651
LTCUSDT,2025-03-16 04:43:54.049,92.4,38.785,92.41,50.402
ETHUSDT,2025-03-16 05:20:04.209,1930.59,29.8145,1930.6,36.7922
BNBUSDT,2025-03-15 23:08:52.269,617.09,24.853,617.1,83.094
LTCUSDT,2025-03-16 01:10:16.419,92.58,53.074,92.59,34.105
XRPUSDT,2025-03-16 03:51:32.340,2.3799,606.0,2.38,14462.0
BTCUSDT,2025-03-16 04:23:46.060,84376.72,1.52514,84376.73,4.4449
ETHUSDT,2025-03-15 21:52:41.351,1948.65,2.8459,1948.66,65.0405
BNBUSDT,2025-03-15 19:34:26.465,611.7,0.945,611.71,25.997
BTCUSDT,2025-03-15 18:41:55.106,84230.28,3.99797,84230.29,0.91951
BTCUSDT,2025-03-16 04:16:40.859,84393.65,1.49423,84393.66,2.15625
ETHUSDT,2025-03-16 01:06:15.435,1932.78,7.7485,1932.79,76.9507
BTCUSDT,2025-03-15 21:46:39.287,84413.47,1.12357,84413.48,2.64041
XRPUSDT,2025-03-15 18:47:56.458,2.4037,13970.0,2.4038,2319.0
BTCUSDT,2025-03-15 19:37:41.768,84175.29,3.96286,84175.3,1.78853
BNBUSDT,2025-03-15 20:24:00.168,613.08,22.658,613.09,0.045
XRPUSDT,2025-03-16 00:08:49.048,2.3826,23644.0,2.3827,14.0
XRPUSDT,2025-03-16 06:55:30.595,2.3912,8827.0,2.3913,6395.0
BTCUSDT,2025-03-16 00:45:07.562,84296.2,3.91486,84296.21,3.91189
LTCUSDT,2025-03-16 05:33:07.259,92.47,0.166,92.48,94.801
ETHUSDT,2025-03-16 03:22:06.621,1925.69,81.0112,1925.7,3.193
ETHUSDT,2025-03-16 03:13:04.539,1924.49,2.239,1924.5,114.4335
BTCUSDT,2025-03-16 01:32:32.701,84161.77,0.1145,84161.78,7.52166
LTCUSDT,2025-03-16 00:49:08.478,92.48,28.809,92.49,48.926
LTCUSDT,2025-03-15 20:33:17.445,93.14,0.327,93.15,106.486
BNBUSDT,2025-03-15 18:51:10.554,611.8,8.342,611.81,2.252
ETHUSDT,2025-03-15 21:04:40.859,1945.63,86.1456,1945.64,28.6066
BNBUSDT,2025-03-15 20:10:41.348,614.09,5.845,614.1,7.827
BNBUSDT,2025-03-15 21:38:37.387,618.31,8.14,618.32,0.171
ETHUSDT,2025-03-16 03:42:28.483,1929.09,23.8687,1929.1,76.0611
LTCUSDT,2025-03-16 02:10:45.429,91.38,49.495,91.39,40.802
ETHUSDT,2025-03-15 23:54:29.371,1939.06,21.5919,1939.07,11.4356
ETHUSDT,2025-03-16 06:29:23.814,1930.79,63.8765,1930.8,31.0425
ETHUSDT,2025-03-15 23:33:24.457,1938.46,1.9722,1938.47,70.2911
BTCUSDT,2025-03-16 07:01:32.043,84228.0,6.33907,84228.01,3.78645
BTCUSDT,2025-03-16 01:44:38.553,84003.77,0.58801,84003.78,7.64351
ETHUSDT,2025-03-16 04:51:56.912,1925.97,35.0659,1925.98,31.9797
ETHUSDT,2025-03-16 05:54:13.974,1931.16,30.3083,1931.17,49.1048
BNBUSDT,2025-03-15 19:36:26.894,611.62,10.576,611.63,8.141
ETHUSDT,2025-03-16 06:48:28.403,1931.69,94.3574,1931.7,51.3253
ETHUSDT,2025-03-16 05:14:02.440,1927.87,77.6671,1927.88,28.9448
ETHUSDT,2025-03-16 01:40:37.578,1924.27,7.3055,1924.28,48.5867
XRPUSDT,2025-03-16 07:06:33.681,2.3839,199.0,2.384,29136.0
ETHUSDT,2025-03-16 02:47:56.851,1924.06,45.4294,1924.07,15.4794
BTCUSDT,2025-03-16 05:20:04.204,84381.34,1.25749,84381.35,7.54113
LTCUSDT,2025-03-16 05:22:04.681,92.32,73.396,92.33,57.359
BTCUSDT,2025-03-16 04:00:35.992,84320.26,3.17531,84320.27,1.91301
BNBUSDT,2025-03-16 03:37:26.592,610.7,27.057,610.71,0.027
BTCUSDT,2025-03-15 23:06:51.806,84351.38,2.08591,84351.39,2.41543
LTCUSDT,2025-03-16 02:59:59.639,91.48,0.168,91.49,174.666
ETHUSDT,2025-03-15 20:47:33.733,1942.49,90.2661,1942.5,3.6858
XRPUSDT,2025-03-16 03:54:34.271,2.3823,6801.0,2.3824,2464.0
BTCUSDT,2025-03-16 01:14:18.603,84166.25,0.71914,84166.26,5.67682
LTCUSDT,2025-03-16 00:38:03.993,92.52,90.046,92.53,34.295
LTCUSDT,2025-03-15 23:36:25.181,92.39,99.957,92.4,27.02
BNBUSDT,2025-03-15 20:34:17.665,611.9,1.018,611.91,30.173
BNBUSDT,2025-03-16 01:01:13.719,618.59,17.657,618.6,7.904
ETHUSDT,2025-03-15 23:22:55.779,1938.76,115.5636,1938.77,3.2315
LTCUSDT,2025-03-15 20:51:37.595,93.19,27.635,93.2,43.429
BNBUSDT,2025-03-16 00:47:08.027,619.99,144.603,620.0,1198.404
BTCUSDT,2025-03-16 05:58:15.007,84350.64,5.97852,84350.65,0.02558
BNBUSDT,2025-03-16 02:34:53.053,614.08,5.478,614.09,7.292
BTCUSDT,2025-03-15 21:03:40.531,84402.7,0.33765,84402.71,4.06952
XRPUSDT,2025-03-16 01:48:39.494,2.3912,4185.0,2.3913,12511.0
BNBUSDT,2025-03-16 06:53:29.858,607.61,0.431,607.62,28.289
ETHUSDT,2025-03-15 23:14:53.676,1942.63,29.8464,1942.64,30.6549
ETHUSDT,2025-03-16 01:54:41.153,1924.05,10.653,1924.06,83.4332
XRPUSDT,2025-03-16 01:56:41.638,2.3791,92.0,2.3792,12312.0
LTCUSDT,2025-03-16 03:21:06.390,91.82,72.862,91.83,117.9
LTCUSDT,2025-03-16 05:41:09.254,92.51,84.362,92.52,0.286
LTCUSDT,2025-03-16 01:17:19.274,92.65,94.708,92.66,0.278
BNBUSDT,2025-03-15 23:44:26.996,618.49,9.912,618.5,8.779
ETHUSDT,2025-03-15 22:55:47.318,1943.43,12.9565,1943.44,26.5083
XRPUSDT,2025-03-16 01:05:15.207,2.4083,1051.0,2.4084,13192.0
BNBUSDT,2025-03-16 01:28:31.813,614.9,8.036,614.91,31.152
XRPUSDT,2025-03-16 05:32:07.004,2.392,3644.0,2.3921,4149.0
BNBUSDT,2025-03-15 21:20:08.531,617.67,10.495,617.68,15.657
BTCUSDT,2025-03-16 04:46:54.737,84389.99,2.2144,84390.0,2.21615
BNBUSDT,2025-03-16 05:57:14.764,608.79,29.899,608.8,0.711
LTCUSDT,2025-03-16 04:25:47.080,92.33,19.032,92.34,106.094
ETHUSDT,2025-03-15 20:39:19.143,1942.85,69.3089,1942.86,1.8114
BTCUSDT,2025-03-16 07:21:38.269,84175.72,0.14956,84175.73,6.62293
XRPUSDT,2025-03-16 05:08:00.754,2.3869,10763.0,2.387,1965.0
LTCUSDT,2025-03-16 01:20:19.983,92.47,0.112,92.48,121.45
BNBUSDT,2025-03-16 03:23:06.836,610.99,24.508,611.0,1.027
BNBUSDT,2025-03-15 23:10:52.738,615.99,8.475,616.0,11.772
BNBUSDT,2025-03-15 22:59:48.248,615.99,4.708,616.0,6.732
BNBUSDT,2025-03-16 02:57:59.166,611.03,7.911,611.04,80.848
XRPUSDT,2025-03-15 23:45:27.216,2.3885,3592.0,2.3886,11170.0
BTCUSDT,2025-03-16 01:00:13.436,84253.52,2.02212,84253.53,3.25476
BNBUSDT,2025-03-16 00:16:50.888,618.39,23.793,618.4,3.724
LTCUSDT,2025-03-16 04:04:37.001,92.26,21.879,92.27,25.95
BTCUSDT,2025-03-15 23:25:56.478,84300.0,1.34275,84300.01,8.24921
XRPUSDT,2025-03-15 22:08:18.105,2.4151,6331.0,2.4152,1410.0
BNBUSDT,2025-03-16 06:24:22.648,607.73,1.417,607.74,7.623
XRPUSDT,2025-03-16 03:05:01.026,2.3729,20271.0,2.373,3720.0
ETHUSDT,2025-03-16 04:46:54.741,1926.9,41.0724,1926.91,36.494
ETHUSDT,2025-03-16 00:35:03.248,1939.5,52.2256,1939.51,20.647
BNBUSDT,2025-03-16 01:36:33.657,612.24,9.742,612.25,14.923
BNBUSDT,2025-03-16 00:38:03.991,619.99,9.466,620.0,1379.598
ETHUSDT,2025-03-16 04:55:57.817,1927.04,1.2929,1927.05,92.6362
ETHUSDT,2025-03-15 22:45:44.099,1941.56,44.8964,1941.57,8.513
LTCUSDT,2025-03-15 21:53:41.579,93.34,38.59,93.35,11.3
XRPUSDT,2025-03-15 18:59:14.630,2.4065,13455.0,2.4066,43.0
XRPUSDT,2025-03-16 00:36:03.505,2.3937,10957.0,2.3938,14247.0
ETHUSDT,2025-03-15 22:56:47.540,1943.43,5.4344,1943.44,31.3279
BTCUSDT,2025-03-16 03:05:01.018,84006.32,6.40379,84006.33,0.75492
LTCUSDT,2025-03-16 06:07:18.179,92.39,20.936,92.4,101.879
ETHUSDT,2025-03-16 00:27:54.058,1940.08,10.4163,1940.09,50.7156
BNBUSDT,2025-03-16 01:26:31.374,614.91,13.564,614.92,8.265
LTCUSDT,2025-03-16 00:42:06.859,92.64,51.185,92.65,68.986
XRPUSDT,2025-03-15 20:17:44.510,2.4087,26807.0,2.4088,21.0
BNBUSDT,2025-03-15 21:43:38.532,618.27,0.172,618.28,6.578
ETHUSDT,2025-03-16 00:19:52.232,1937.73,0.6982,1937.74,80.288
BTCUSDT,2025-03-15 22:56:47.536,84412.99,0.36034,84413.0,3.64657
XRPUSDT,2025-03-16 03:34:25.882,2.382,3218.0,2.3821,6412.0
XRPUSDT,2025-03-15 22:53:46.864,2.4021,4139.0,2.4022,7403.0
XRPUSDT,2025-03-15 21:39:37.612,2.4175,6033.0,2.4176,9907.0
BTCUSDT,2025-03-16 02:32:50.840,84002.77,2.23085,84002.78,2.12817
LTCUSDT,2025-03-15 18:46:56.233,93.15,90.667,93.16,113.004
ETHUSDT,2025-03-16 02:02:43.227,1923.74,120.3756,1923.75,12.4533
BNBUSDT,2025-03-15 21:44:38.775,618.49,5.528,618.5,3.852
XRPUSDT,2025-03-16 03:39:27.805,2.3804,7256.0,2.3805,1119.0
LTCUSDT,2025-03-16 04:00:36.000,92.27,186.148,92.28,64.571
ETHUSDT,2025-03-16 05:13:02.226,1928.52,8.7346,1928.53,117.0402
XRPUSDT,2025-03-15 18:42:55.332,2.4006,1879.0,2.4007,3089.0
BNBUSDT,2025-03-16 05:12:01.979,607.53,6.409,607.54,15.585
BNBUSDT,2025-03-15 23:09:52.510,616.91,2.681,616.92,13.786
BNBUSDT,2025-03-15 19:08:17.326,613.15,2.172,613.16,26.158
LTCUSDT,2025-03-16 06:52:29.590,92.49,78.236,92.5,10.468
BTCUSDT,2025-03-16 00:57:12.742,84219.16,6.3663,84219.17,2.26493
ETHUSDT,2025-03-16 01:22:20.435,1928.04,54.409,1928.05,14.5589
ETHUSDT,2025-03-15 23:05:51.588,1943.8,33.3058,1943.81,23.7447
XRPUSDT,2025-03-15 18:58:13.394,2.4059,5781.0,2.406,7687.0
ETHUSDT,2025-03-16 07:03:32.720,1928.74,2.2737,1928.75,75.3134
LTCUSDT,2025-03-16 02:56:58.945,91.42,0.058,91.43,62.308
BTCUSDT,2025-03-16 03:51:32.333,84235.46,6.80631,84235.47,1.13504
XRPUSDT,2025-03-16 03:09:01.984,2.3738,9668.0,2.3739,37059.0
LTCUSDT,2025-03-16 04:12:39.637,92.49,124.286,92.5,18.803
LTCUSDT,2025-03-15 19:20:22.286,92.85,9.544,92.86,53.309
BTCUSDT,2025-03-15 22:48:44.843,84356.27,1.36118,84356.28,4.44836
XRPUSDT,2025-03-16 07:17:37.379,2.373,9.0,2.3731,9426.0
BTCUSDT,2025-03-16 04:38:51.077,84296.5,7.17173,84296.51,0.03649
BNBUSDT,2025-03-15 19:49:54.281,611.39,1.624,611.4,23.41
ETHUSDT,2025-03-15 23:04:51.321,1943.54,52.8345,1943.55,60.2489
BNBUSDT,2025-03-16 06:35:25.120,607.87,0.027,607.88,23.884
BTCUSDT,2025-03-15 20:46:20.838,84396.22,0.4406,84396.23,5.07205
BTCUSDT,2025-03-16 02:02:43.226,83927.22,1.37857,83927.23,2.3331
LTCUSDT,2025-03-16 07:22:38.498,92.03,19.177,92.04,54.406
BTCUSDT,2025-03-15 21:18:08.032,84297.49,0.17811,84297.5,4.41036
BTCUSDT,2025-03-16 06:54:30.075,84253.59,2.18385,84253.6,3.77915
BNBUSDT,2025-03-15 20:32:03.279,613.16,40.806,613.17,5.471
BNBUSDT,2025-03-16 00:21:52.715,618.2,1.198,618.21,41.799
ETHUSDT,2025-03-15 22:33:26.672,1946.04,27.3258,1946.05,19.2183
LTCUSDT,2025-03-16 03:38:26.832,92.27,15.166,92.28,183.467
BNBUSDT,2025-03-15 18:38:54.408,612.09,23.787,612.1,1.557
ETHUSDT,2025-03-16 04:16:40.862,1926.51,25.2724,1926.52,77.658
LTCUSDT,2025-03-16 04:09:38.436,92.45,132.662,92.46,1.052
LTCUSDT,2025-03-16 02:28:49.886,91.54,128.667,91.55,15.983
BTCUSDT,2025-03-15 23:49:28.193,84386.97,3.07895,84386.98,1.51386
ETHUSDT,2025-03-16 03:46:29.458,1927.55,22.657,1927.56,53.5253
ETHUSDT,2025-03-16 05:01:59.281,1926.15,6.1762,1926.16,30.7811
XRPUSDT,2025-03-16 02:18:47.544,2.3658,6722.0,2.3659,18705.0
BTCUSDT,2025-03-16 06:10:18.867,84338.93,0.68903,84338.94,4.05753
XRPUSDT,2025-03-15 23:18:54.881,2.3886,12150.0,2.3887,641.0
ETHUSDT,2025-03-16 01:33:32.970,1927.26,63.0073,1927.27,1.979
BTCUSDT,2025-03-16 00:39:04.223,84289.3,5.946,84289.31,0.23562
XRPUSDT,2025-03-16 07:21:38.277,2.3766,7275.0,2.3767,1172.0
LTCUSDT,2025-03-16 01:08:15.948,92.5,15.407,92.51,77.55
LTCUSDT,2025-03-16 04:47:54.986,92.37,0.49,92.38,123.214
LTCUSDT,2025-03-15 20:32:03.282,93.21,108.473,93.22,0.22
BTCUSDT,2025-03-16 04:17:41.111,84393.65,2.38208,84393.66,2.39936
BTCUSDT,2025-03-15 23:52:28.887,84404.03,0.51471,84404.04,5.78271
ETHUSDT,2025-03-16 05:58:15.010,1930.93,130.7459,1930.94,4.9789
XRPUSDT,2025-03-15 19:29:25.317,2.4004,1538.0,2.4005,13832.0
BNBUSDT,2025-03-16 03:14:04.776,609.8,15.749,609.81,5.341
XRPUSDT,2025-03-16 01:15:18.818,2.3997,24.0,2.3998,7310.0
XRPUSDT,2025-03-16 06:01:15.717,2.3899,4837.0,2.39,6299.0
LTCUSDT,2025-03-16 03:53:34.046,92.21,117.781,92.22,27.474
LTCUSDT,2025-03-15 19:05:16.359,92.66,32.902,92.67,34.988
BNBUSDT,2025-03-16 01:10:16.417,616.24,17.013,616.25,0.289
ETHUSDT,2025-03-15 19:01:15.412,1930.32,1.8069,1930.33,96.0136
LTCUSDT,2025-03-15 19:57:03.234,92.91,62.223,92.92,0.22
BTCUSDT,2025-03-15 19:07:16.812,84169.66,4.20381,84169.67,0.44569
LTCUSDT,2025-03-15 23:23:56.047,92.52,110.774,92.53,8.086
LTCUSDT,2025-03-15 20:24:00.170,93.28,25.73,93.29,73.96
BTCUSDT,2025-03-15 20:45:20.619,84381.74,2.15253,84381.75,3.43693
BNBUSDT,2025-03-15 19:58:03.502,611.46,19.005,611.47,5.154
ETHUSDT,2025-03-16 02:31:50.597,1924.31,33.6934,1924.32,59.8125
ETHUSDT,2025-03-15 19:35:26.676,1931.73,3.2456,1931.74,74.566
XRPUSDT,2025-03-15 21:05:41.077,2.4153,7167.0,2.4154,3705.0
BTCUSDT,2025-03-15 18:59:13.903,84215.86,0.3388,84215.87,4.68809
BTCUSDT,2025-03-15 20:53:38.076,84401.95,2.14586,84401.96,6.00842
BTCUSDT,2025-03-16 06:30:24.020,84308.29,1.08068,84308.3,5.39414
LTCUSDT,2025-03-16 05:28:06.059,92.43,42.976,92.44,63.984
LTCUSDT,2025-03-16 05:46:10.440,92.47,115.643,92.48,19.088
BNBUSDT,2025-03-16 04:05:37.226,608.39,4.908,608.4,18.538
BNBUSDT,2025-03-15 19:20:22.284,612.84,3.763,612.85,23.464
BTCUSDT,2025-03-15 21:25:09.692,84241.39,3.81253,84241.4,0.00508
BTCUSDT,2025-03-15 19:19:22.019,84227.27,2.8456,84227.28,1.32489
ETHUSDT,2025-03-15 23:25:56.480,1938.59,7.8017,1938.6,88.7293
BTCUSDT,2025-03-15 23:27:57.487,84308.01,0.27916,84308.02,4.83173
BNBUSDT,2025-03-15 20:56:38.783,615.07,14.505,615.08,1.016
BTCUSDT,2025-03-15 21:41:38.068,84421.29,0.27808,84421.3,5.13543
ETHUSDT,2025-03-15 22:49:45.140,1941.77,49.4781,1941.78,6.6569
BNBUSDT,2025-03-15 20:45:20.622,614.56,1.916,614.57,46.097
ETHUSDT,2025-03-16 02:27:49.662,1922.55,35.0043,1922.56,32.4754
XRPUSDT,2025-03-15 19:43:43.217,2.4018,18275.0,2.4019,12293.0
BNBUSDT,2025-03-16 06:27:23.354,607.34,18.886,607.35,1.786
LTCUSDT,2025-03-16 06:35:25.122,92.45,6.175,92.46,98.424
ETHUSDT,2025-03-16 01:47:39.246,1925.5,2.0375,1925.51,131.7386
ETHUSDT,2025-03-15 19:15:21.106,1931.44,18.8894,1931.45,34.1658
XRPUSDT,2025-03-16 02:33:52.807,2.3779,19890.0,2.378,3216.0
LTCUSDT,2025-03-15 23:08:52.271,93.02,16.799,93.03,74.724
BNBUSDT,2025-03-16 00:56:12.489,620.3,1.398,620.31,53.983
BNBUSDT,2025-03-16 07:00:31.814,608.0,11.173,608.01,0.654
BTCUSDT,2025-03-15 23:47:27.727,84365.52,2.87713,84365.53,1.23555
BTCUSDT,2025-03-16 04:35:49.423,84270.21,5.64547,84270.22,2.07808
BNBUSDT,2025-03-16 02:28:49.884,612.7,23.102,612.71,1.615
XRPUSDT,2025-03-16 01:41:37.859,2.3889,5331.0,2.389,6951.0
XRPUSDT,2025-03-16 07:04:32.978,2.3844,4734.0,2.3845,6364.0
BTCUSDT,2025-03-16 05:40:08.965,84345.31,0.50507,84345.32,8.16125
ETHUSDT,2025-03-16 03:50:32.125,1925.87,2.4418,1925.88,94.116
LTCUSDT,2025-03-16 05:43:09.712,92.47,26.242,92.48,10.84
XRPUSDT,2025-03-16 00:53:11.391,2.4061,7156.0,2.4062,1667.0
BNBUSDT,2025-03-16 03:38:26.830,610.99,22.454,611.0,48.584
LTCUSDT,2025-03-15 23:24:56.270,92.5,54.925,92.51,35.29
BNBUSDT,2025-03-16 04:48:55.240,607.28,0.027,607.29,30.357
BNBUSDT,2025-03-16 04:18:41.417,608.78,30.603,608.79,0.38
LTCUSDT,2025-03-16 03:01:00.117,91.5,28.569,91.51,126.005
BNBUSDT,2025-03-16 03:49:30.182,610.48,16.207,610.49,9.418
ETHUSDT,2025-03-15 21:22:09.030,1940.49,36.5362,1940.5,24.5195
BTCUSDT,2025-03-15 20:41:19.626,84399.99,5.46556,84400.0,1.04506
LTCUSDT,2025-03-15 20:18:59.012,93.29,36.031,93.3,17.425
BNBUSDT,2025-03-16 03:02:00.351,611.36,53.553,611.37,3.445
BTCUSDT,2025-03-16 01:19:19.759,84212.87,4.63611,84212.88,1.58892
ETHUSDT,2025-03-16 00:55:11.851,1937.02,31.4887,1937.03,6.7657
XRPUSDT,2025-03-16 01:38:36.074,2.3854,11370.0,2.3855,5529.0
ETHUSDT,2025-03-15 22:40:42.895,1941.81,15.7224,1941.82,48.7126
LTCUSDT,2025-03-15 19:07:17.105,92.73,41.617,92.74,4.424
ETHUSDT,2025-03-15 21:02:40.269,1943.34,20.9768,1943.35,159.0003
LTCUSDT,2025-03-16 04:42:53.827,92.37,78.666,92.38,50.084
LTCUSDT,2025-03-16 06:59:31.599,92.37,3.035,92.38,137.969
XRPUSDT,2025-03-15 23:41:26.307,2.3913,3041.0,2.3914,7122.0
BNBUSDT,2025-03-15 23:23:56.045,617.3,26.112,617.31,0.925
ETHUSDT,2025-03-15 22:00:43.580,1951.45,34.8689,1951.46,6.6831
LTCUSDT,2025-03-16 01:59:42.587,91.75,40.486,91.76,61.414
ETHUSDT,2025-03-15 19:47:51.802,1935.37,0.3914,1935.38,66.0007
BNBUSDT,2025-03-15 20:35:18.189,612.01,0.875,612.02,26.424
ETHUSDT,2025-03-15 23:34:24.688,1938.88,1.6179,1938.89,65.221
BNBUSDT,2025-03-16 02:08:44.728,612.48,16.498,612.49,9.354
LTCUSDT,2025-03-16 04:36:49.938,92.22,3.088,92.23,65.647
LTCUSDT,2025-03-16 03:11:04.026,91.72,0.168,91.73,143.295
ETHUSDT,2025-03-15 23:11:53.005,1942.31,34.558,1942.32,36.8237
BTCUSDT,2025-03-16 01:11:16.651,84206.25,4.50548,84206.26,0.96011
XRPUSDT,2025-03-16 02:16:46.842,2.3712,12042.0,2.3713,2032.0
ETHUSDT,2025-03-16 04:25:46.514,1927.74,155.8741,1927.75,8.8675
BTCUSDT,2025-03-15 19:54:02.517,84274.57,0.76666,84274.58,3.73294
BTCUSDT,2025-03-15 21:02:40.264,84379.36,0.12251,84379.37,6.30534
BTCUSDT,2025-03-16 04:01:36.214,84292.36,5.49335,84292.37,1.53077
BNBUSDT,2025-03-15 23:47:27.730,618.33,33.274,618.34,3.972
BNBUSDT,2025-03-15 18:49:03.144,611.39,9.065,611.4,6.463
XRPUSDT,2025-03-15 21:15:05.885,2.4147,12100.0,2.4148,4802.0
BNBUSDT,2025-03-16 03:21:06.388,610.65,33.013,610.66,0.38
ETHUSDT,2025-03-15 18:41:55.107,1933.29,29.3674,1933.3,31.3474
LTCUSDT,2025-03-16 02:06:44.247,91.6,4.15,91.61,38.199
XRPUSDT,2025-03-16 02:58:59.405,2.3726,3634.0,2.3727,11719.0
BNBUSDT,2025-03-15 22:20:23.601,617.49,28.479,617.5,27.594
XRPUSDT,2025-03-15 21:21:08.769,2.4112,8064.0,2.4113,4329.0
BTCUSDT,2025-03-15 18:58:13.390,84207.54,0.17604,84207.55,7.40651
XRPUSDT,2025-03-15 19:28:24.281,2.4011,4649.0,2.4012,14976.0
BNBUSDT,2025-03-15 22:35:27.113,618.18,20.616,618.19,5.722
LTCUSDT,2025-03-16 00:40:06.102,92.55,49.347,92.56,7.126
