symbol,timestamp,best_bid_price,best_bid_qty,best_ask_price,best_ask_qty
ETHUSDT,2025-03-16 02:58:59.402,1923.37,7.0496,1923.38,64.1905
XRPUSDT,2025-03-15 23:07:52.051,2.4014,6.0,2.4015,9039.0
XRPUSDT,2025-03-15 19:06:16.592,2.3991,8371.0,2.3992,6.0
ETHUSDT,2025-03-16 02:14:46.375,1919.2,34.4578,1919.21,89.2131
LTCUSDT,2025-03-16 00:13:50.165,92.31,14.058,92.32,68.384
XRPUSDT,2025-03-15 21:30:16.526,2.4149,11877.0,2.415,254.0
BNBUSDT,2025-03-16 05:32:07.003,607.3,9.87,607.31,17.804
BTCUSDT,2025-03-15 20:00:03.951,84299.99,7.25264,84300.0,0.76676
XRPUSDT,2025-03-15 21:01:40.052,2.4111,11244.0,2.4112,4712.0
BNBUSDT,2025-03-15 20:49:34.239,614.56,16.283,614.57,7.276
BNBUSDT,2025-03-16 05:46:10.437,608.34,19.349,608.35,0.435
ETHUSDT,2025-03-16 06:32:24.452,1931.98,5.6755,1931.99,52.6704
LTCUSDT,2025-03-16 06:45:27.651,92.39,39.541,92.4,61.444
ETHUSDT,2025-03-15 21:53:41.575,1948.99,3.9006,1949.0,26.6517
BTCUSDT,2025-03-16 05:18:03.709,84351.81,5.407,84351.82,0.55654
BNBUSDT,2025-03-16 05:08:00.753,608.3,2.726,608.31,20.008
LTCUSDT,2025-03-16 05:00:59.047,92.33,77.842,92.34,0.669
ETHUSDT,2025-03-16 06:35:25.118,1932.43,8.0843,1932.44,69.2736
BNBUSDT,2025-03-16 07:09:34.476,605.63,14.568,605.64,4.11
BTCUSDT,2025-03-15 21:30:16.518,84384.46,1.20267,84384.47,0.72715
BNBUSDT,2025-03-16 00:44:07.334,619.79,1.37,619.8,12.291
LTCUSDT,2025-03-15 21:41:38.073,93.45,2.181,93.46,60.879
BNBUSDT,2025-03-15 22:53:46.863,616.71,2.116,616.72,19.343
LTCUSDT,2025-03-15 18:49:03.148,93.06,0.169,93.07,70.604
LTCUSDT,2025-03-15 19:26:23.696,92.9,160.444,92.91,0.165
BTCUSDT,2025-03-15 19:49:54.277,84252.09,3.23111,84252.1,2.6646
LTCUSDT,2025-03-16 04:11:39.403,92.51,136.718,92.52,2.058
BTCUSDT,2025-03-15 19:05:16.354,84156.82,1.50507,84156.83,1.68546
ETHUSDT,2025-03-16 01:56:41.633,1922.8,5.3553,1922.81,96.5565
BNBUSDT,2025-03-16 03:39:27.802,610.78,3.128,610.79,35.673
BTCUSDT,2025-03-15 22:18:23.150,84430.7,2.42677,84430.71,2.14063
ETHUSDT,2025-03-16 03:27:11.829,1928.41,35.943,1928.42,30.5783
BTCUSDT,2025-03-16 01:43:38.307,83992.3,2.06056,83992.31,1.31632
BNBUSDT,2025-03-16 03:35:26.110,610.87,2.179,610.88,40.085
BNBUSDT,2025-03-16 00:06:34.244,619.55,8.448,619.56,5.031
LTCUSDT,2025-03-16 04:01:36.223,92.23,121.609,92.24,19.981
ETHUSDT,2025-03-15 20:27:00.879,1944.63,8.5065,1944.64,113.6337
BTCUSDT,2025-03-15 19:12:18.241,84175.39,0.4216,84175.4,6.12924
LTCUSDT,2025-03-16 02:45:55.850,91.74,108.388,91.75,6.767
BNBUSDT,2025-03-15 19:22:22.792,612.46,10.565,612.47,16.78
BTCUSDT,2025-03-15 22:53:46.858,84388.82,3.49781,84388.83,0.82734
BNBUSDT,2025-03-15 21:49:40.668,618.55,5.228,618.56,0.903
ETHUSDT,2025-03-15 20:10:41.346,1948.74,21.1805,1948.75,55.2888
BNBUSDT,2025-03-16 00:05:34.024,619.47,12.486,619.48,11.762
BNBUSDT,2025-03-16 05:13:02.228,607.65,11.645,607.66,1.839
XRPUSDT,2025-03-15 23:43:26.778,2.3907,23158.0,2.3908,21.0
XRPUSDT,2025-03-15 18:53:11.018,2.4061,18.0,2.4062,21259.0
BNBUSDT,2025-03-15 22:22:24.057,617.5,2.686,617.51,13.205
BNBUSDT,2025-03-15 20:12:42.965,613.82,10.164,613.83,3.598
BTCUSDT,2025-03-16 01:09:16.190,84187.11,1.87256,84187.12,2.7983
LTCUSDT,2025-03-16 02:54:58.487,91.5,150.92,91.51,1.138
XRPUSDT,2025-03-15 20:19:59.257,2.4119,5457.0,2.412,2099.0
ETHUSDT,2025-03-16 00:23:53.176,1938.59,80.1135,1938.6,10.4464
LTCUSDT,2025-03-16 06:05:16.744,92.46,69.904,92.47,48.032
ETHUSDT,2025-03-15 21:07:42.016,1946.6,43.5837,1946.61,77.4476
ETHUSDT,2025-03-15 19:53:02.298,1935.45,46.4223,1935.46,13.075
BTCUSDT,2025-03-15 21:08:42.265,84400.86,3.44318,84400.87,0.34994
ETHUSDT,2025-03-16 02:01:43.023,1923.26,0.0086,1923.27,86.7003
BTCUSDT,2025-03-15 21:27:15.765,84343.27,1.19439,84343.28,0.72026
BTCUSDT,2025-03-16 06:23:22.420,84350.0,0.77599,84350.01,4.75251
BNBUSDT,2025-03-16 02:14:46.379,612.09,1.742,612.1,35.63
ETHUSDT,2025-03-16 05:15:03.001,1928.84,83.991,1928.85,18.7286
XRPUSDT,2025-03-15 20:52:37.840,2.413,211.0,2.4131,34597.0
BNBUSDT,2025-03-15 22:51:45.585,616.65,0.345,616.66,23.171
ETHUSDT,2025-03-16 03:18:05.715,1927.0,84.0998,1927.01,12.6508
BNBUSDT,2025-03-16 06:07:18.179,607.08,1.635,607.09,37.435
XRPUSDT,2025-03-15 22:19:23.387,2.4077,8900.0,2.4078,2059.0
XRPUSDT,2025-03-16 03:26:08.230,2.378,31086.0,2.3781,869.0
BNBUSDT,2025-03-15 21:46:39.292,618.99,0.722,619.0,98.598
BNBUSDT,2025-03-16 07:15:36.934,604.87,29.261,604.88,0.018
BNBUSDT,2025-03-16 04:55:57.819,608.11,7.593,608.12,8.419
XRPUSDT,2025-03-16 02:34:53.054,2.3787,8713.0,2.3788,2759.0
BTCUSDT,2025-03-16 02:39:54.191,84072.1,7.05164,84072.11,0.00969
LTCUSDT,2025-03-16 03:46:29.462,92.13,33.751,92.14,39.731
XRPUSDT,2025-03-16 04:28:47.771,2.385,6681.0,2.3851,12721.0
XRPUSDT,2025-03-16 02:03:43.522,2.3815,2511.0,2.3816,25313.0
BTCUSDT,2025-03-16 01:38:36.068,83945.33,1.98752,83945.34,3.37488
BNBUSDT,2025-03-15 21:41:38.071,618.86,0.489,618.87,11.508
LTCUSDT,2025-03-16 00:44:07.336,92.59,3.556,92.6,151.332
ETHUSDT,2025-03-16 06:24:22.646,1930.53,15.3431,1930.54,60.7858
XRPUSDT,2025-03-15 22:48:44.849,2.3999,6200.0,2.4,4482.0
XRPUSDT,2025-03-16 05:35:07.816,2.3919,9675.0,2.392,5585.0
ETHUSDT,2025-03-15 18:46:56.229,1932.98,20.9921,1932.99,3.2449
LTCUSDT,2025-03-16 01:12:18.129,92.55,135.552,92.56,83.996
ETHUSDT,2025-03-15 20:38:18.911,1943.31,0.2931,1943.32,130.2883
LTCUSDT,2025-03-16 05:06:00.291,92.36,29.811,92.37,79.409
XRPUSDT,2025-03-16 03:36:26.375,2.381,7792.0,2.3811,5338.0
LTCUSDT,2025-03-15 21:10:46.054,93.19,32.927,93.2,58.081
BTCUSDT,2025-03-16 07:02:32.257,84228.0,1.83759,84228.01,6.82805
ETHUSDT,2025-03-16 06:50:29.122,1931.73,30.377,1931.74,38.96
LTCUSDT,2025-03-16 06:09:18.674,92.4,55.21,92.41,87.138
BNBUSDT,2025-03-16 06:39:25.976,607.82,52.675,607.83,1.264
BNBUSDT,2025-03-16 06:36:25.335,607.84,38.846,607.85,0.025
ETHUSDT,2025-03-15 23:10:52.736,1942.41,11.9103,1942.42,56.2268
ETHUSDT,2025-03-15 22:59:48.246,1943.79,60.95,1943.8,16.1071
BNBUSDT,2025-03-16 04:45:54.506,607.28,10.257,607.29,6.854
XRPUSDT,2025-03-16 00:30:02.057,2.388,5830.0,2.3881,6185.0
LTCUSDT,2025-03-16 00:06:34.246,92.18,0.228,92.19,115.237
XRPUSDT,2025-03-16 05:57:14.775,2.3929,2561.0,2.393,7787.0
LTCUSDT,2025-03-15 21:14:05.666,93.2,78.278,93.21,10.126
ETHUSDT,2025-03-15 23:13:53.455,1943.14,60.963,1943.15,2.2876
BTCUSDT,2025-03-16 03:13:04.536,84008.23,1.18305,84008.24,4.9545
BNBUSDT,2025-03-16 04:11:39.397,608.53,2.045,608.54,40.12
BNBUSDT,2025-03-15 20:53:38.080,614.92,2.146,614.93,13.279
BTCUSDT,2025-03-16 05:51:11.647,84341.93,0.37477,84341.94,4.94269
BNBUSDT,2025-03-15 23:19:55.096,617.22,21.621,617.23,53.917
ETHUSDT,2025-03-15 22:01:43.820,1950.38,0.0088,1950.39,72.1116
BNBUSDT,2025-03-16 01:33:32.972,613.88,25.866,613.89,30.729
XRPUSDT,2025-03-16 01:58:42.351,2.3806,20595.0,2.3807,493.0
BNBUSDT,2025-03-15 22:38:42.395,618.19,0.083,618.2,17.569
XRPUSDT,2025-03-16 00:22:52.959,2.3854,662.0,2.3855,8519.0
ETHUSDT,2025-03-16 00:49:08.474,1937.36,21.0969,1937.37,27.5552
BTCUSDT,2025-03-16 03:56:34.750,84318.94,4.66905,84318.95,0.50063
LTCUSDT,2025-03-16 04:34:49.213,92.18,168.131,92.19,1.73
ETHUSDT,2025-03-15 18:37:54.176,1935.79,0.9044,1935.8,105.784
ETHUSDT,2025-03-15 19:13:20.649,1931.44,75.6379,1931.45,12.5514
ETHUSDT,2025-03-16 05:18:03.712,1930.97,35.7447,1930.98,33.0656
XRPUSDT,2025-03-15 22:13:19.329,2.4082,4783.0,2.4083,3146.0
XRPUSDT,2025-03-16 05:09:00.983,2.3876,7675.0,2.3877,6180.0
XRPUSDT,2025-03-16 06:20:21.198,2.3902,7610.0,2.3903,1567.0
ETHUSDT,2025-03-16 05:38:08.506,1932.8,183.6421,1932.81,120.9686
BTCUSDT,2025-03-15 23:55:29.602,84367.56,3.30609,84367.57,3.83825
BTCUSDT,2025-03-16 01:28:31.810,84197.95,4.39084,84197.96,1.04531
LTCUSDT,2025-03-16 06:26:23.114,92.37,75.013,92.38,2.047
ETHUSDT,2025-03-16 05:10:01.201,1928.43,1.4247,1928.44,114.8707
XRPUSDT,2025-03-16 06:17:20.517,2.3919,9108.0,2.392,2749.0
ETHUSDT,2025-03-16 01:03:14.166,1933.21,37.3574,1933.22,60.8878
BTCUSDT,2025-03-16 03:39:27.045,84193.0,18.79288,84193.01,14.47591
ETHUSDT,2025-03-16 04:43:54.045,1926.1,8.2291,1926.11,114.3215
XRPUSDT,2025-03-16 02:24:48.938,2.3698,13271.0,2.3699,3498.0
BNBUSDT,2025-03-16 00:14:50.444,619.16,0.139,619.17,22.212
BNBUSDT,2025-03-16 05:58:15.012,609.3,7.893,609.31,12.805
BTCUSDT,2025-03-15 23:03:51.093,84369.69,0.40577,84369.7,5.61579
XRPUSDT,2025-03-16 06:42:26.667,2.3931,161.0,2.3932,14132.0
XRPUSDT,2025-03-16 04:24:46.292,2.3886,11552.0,2.3887,257.0
ETHUSDT,2025-03-16 04:14:40.123,1926.0,63.2384,1926.01,11.519
ETHUSDT,2025-03-16 04:01:36.217,1926.51,1.5259,1926.52,73.0728
BNBUSDT,2025-03-15 22:07:17.900,618.24,21.367,618.25,0.37
XRPUSDT,2025-03-15 22:23:24.325,2.4032,10170.0,2.4033,6152.0
BNBUSDT,2025-03-13 03:59:30.128,577.09,30.149,577.1,0.552
ETHUSDT,2025-03-15 19:11:18.008,1930.21,1.6247,1930.22,162.4568
ETHUSDT,2025-03-16 04:49:56.462,1925.1,43.5227,1925.11,30.9269
XRPUSDT,2025-03-16 04:16:40.865,2.3892,8870.0,2.3893,225.0
XRPUSDT,2025-03-15 22:33:26.675,2.4039,15388.0,2.404,171.0
BTCUSDT,2025-03-15 19:41:42.753,84223.03,1.29151,84223.04,4.91684
BTCUSDT,2025-03-16 00:33:02.733,84265.73,4.57746,84265.74,1.69908
ETHUSDT,2025-03-15 21:27:15.768,1941.84,30.3796,1941.85,17.7203
XRPUSDT,2025-03-15 20:15:43.976,2.4068,26.0,2.4069,24595.0
LTCUSDT,2025-03-16 05:25:05.380,92.42,79.503,92.43,62.722
LTCUSDT,2025-03-15 23:40:26.093,92.3,59.954,92.31,1.745
BNBUSDT,2025-03-16 07:03:32.722,608.56,27.723,608.57,4.385
BTCUSDT,2025-03-16 02:36:53.509,84044.7,5.17925,84044.71,1.59191
BNBUSDT,2025-03-16 02:38:53.966,613.76,26.86,613.77,1.027
ETHUSDT,2025-03-15 19:08:17.324,1930.55,23.1598,1930.56,21.7992
BTCUSDT,2025-03-15 23:04:51.318,84373.06,3.00355,84373.07,1.51123
LTCUSDT,2025-03-15 19:24:23.237,92.9,51.702,92.91,19.019
XRPUSDT,2025-03-15 19:40:42.495,2.3993,39.0,2.3994,14210.0
BTCUSDT,2025-03-15 23:00:49.486,84391.06,1.98185,84391.07,2.73078
BNBUSDT,2025-03-16 06:33:24.679,608.19,4.718,608.2,1.247
BTCUSDT,2025-03-16 01:36:33.654,83860.0,1.81372,83860.01,9.36195
BNBUSDT,2025-03-16 01:22:20.437,615.24,0.328,615.25,25.452
BTCUSDT,2025-03-16 05:24:05.112,84382.56,4.15509,84382.57,2.24945
XRPUSDT,2025-03-16 06:23:22.432,2.3909,3432.0,2.391,7293.0
ETHUSDT,2025-03-16 02:42:54.903,1925.36,47.728,1925.37,29.6936
XRPUSDT,2025-03-15 22:39:42.670,2.4004,26.0,2.4005,23113.0
LTCUSDT,2025-03-15 23:01:50.659,93.05,14.405,93.06,65.707
BNBUSDT,2025-03-15 23:04:51.323,616.93,20.141,616.94,6.251
LTCUSDT,2025-03-16 01:30:32.259,92.29,58.368,92.3,39.849
LTCUSDT,2025-03-16 06:51:29.376,92.51,13.231,92.52,85.504
BTCUSDT,2025-03-16 06:46:27.873,84285.93,7.27021,84285.94,2.51996
BTCUSDT,2025-03-15 21:00:39.777,84387.67,0.01179,84387.68,6.45367
XRPUSDT,2025-03-16 05:21:04.454,2.391,9340.0,2.3911,4018.0
XRPUSDT,2025-03-15 22:18:23.154,2.4105,9376.0,2.4106,656.0
LTCUSDT,2025-03-16 01:07:15.730,92.53,49.37,92.54,65.471
XRPUSDT,2025-03-15 23:21:55.558,2.3844,1629.0,2.3845,23605.0
ETHUSDT,2025-03-15 21:31:16.744,1945.41,0.6088,1945.42,79.6019
BNBUSDT,2025-03-16 04:34:49.211,606.68,12.807,606.69,20.232
ETHUSDT,2025-03-16 04:50:56.693,1925.28,0.2578,1925.29,120.2068
LTCUSDT,2025-03-16 06:18:20.742,92.41,59.231,92.42,92.922
LTCUSDT,2025-03-16 02:23:48.708,91.44,46.35,91.45,38.207
LTCUSDT,2025-03-16 02:25:49.179,91.48,6.898,91.49,60.708
LTCUSDT,2025-03-15 22:38:42.397,93.2,19.957,93.21,114.92
XRPUSDT,2025-03-16 05:45:10.177,2.3876,29.0,2.3877,19042.0
ETHUSDT,2025-03-16 03:49:30.180,1926.28,42.9224,1926.29,64.6609
BTCUSDT,2025-03-15 20:37:18.697,84399.11,3.8923,84399.12,0.64882
BNBUSDT,2025-03-15 18:36:53.944,612.92,2.306,612.93,8.509
XRPUSDT,2025-03-16 06:43:26.896,2.3928,1552.0,2.3929,13363.0
ETHUSDT,2025-03-15 20:24:00.166,1944.93,0.4966,1944.94,88.7585
BTCUSDT,2025-03-16 06:50:28.840,84266.84,3.78637,84266.85,0.26212
XRPUSDT,2025-03-16 01:43:38.315,2.3877,8680.0,2.3878,5154.0
LTCUSDT,2025-03-15 20:28:01.138,93.19,20.619,93.2,43.955
BTCUSDT,2025-03-16 03:06:01.271,84035.9,3.40367,84035.91,1.64811
BTCUSDT,2025-03-15 20:19:59.253,84417.49,1.47943,84417.5,2.1793
BTCUSDT,2025-03-16 01:17:19.263,84236.99,3.87467,84237.0,2.00642
BNBUSDT,2025-03-15 22:00:43.582,618.41,3.879,618.42,7.701
BTCUSDT,2025-03-15 23:45:27.206,84356.99,1.85453,84357.0,1.94016
LTCUSDT,2025-03-16 06:06:17.955,92.45,229.839,92.46,0.221
LTCUSDT,2025-03-15 23:33:24.461,92.32,136.621,92.33,39.741
LTCUSDT,2025-03-15 19:15:21.110,92.75,9.569,92.76,50.634
XRPUSDT,2025-03-15 23:16:54.434,2.3956,487.0,2.3957,9346.0
LTCUSDT,2025-03-15 20:43:20.142,93.07,0.348,93.08,68.341
BTCUSDT,2025-03-15 21:43:38.527,84437.58,0.02126,84437.59,4.22479
XRPUSDT,2025-03-16 02:29:50.122,2.3745,10928.0,2.3746,5763.0
LTCUSDT,2025-03-15 22:07:17.902,93.4,97.878,93.41,0.342
XRPUSDT,2025-03-16 02:27:49.665,2.3727,5945.0,2.3728,11091.0
XRPUSDT,2025-03-15 22:45:44.102,2.3987,17455.0,2.3988,19.0
BTCUSDT,2025-03-16 03:27:11.824,84117.74,7.77299,84117.75,0.28094
XRPUSDT,2025-03-16 06:26:23.113,2.389,6177.0,2.3891,4926.0
BNBUSDT,2025-03-15 19:12:18.256,612.88,8.478,612.89,9.108
BNBUSDT,2025-03-15 23:40:26.091,617.61,0.02,617.62,39.091
LTCUSDT,2025-03-16 05:09:00.984,92.28,83.207,92.29,62.173
ETHUSDT,2025-03-15 23:50:28.431,1940.69,7.5928,1940.7,64.2418
BTCUSDT,2025-03-15 23:54:29.368,84382.73,4.76409,84382.74,1.23558
BTCUSDT,2025-03-15 23:46:27.498,84356.99,1.86019,84357.0,3.36291
BTCUSDT,2025-03-16 02:58:59.399,83979.55,7.62401,83979.56,0.40682
BTCUSDT,2025-03-15 21:54:41.831,84459.99,1.77151,84460.0,1.81401
BNBUSDT,2025-03-15 19:24:23.235,611.3,1.191,611.31,14.686
ETHUSDT,2025-03-15 20:46:20.840,1941.71,86.372,1941.72,14.1823
BTCUSDT,2025-03-16 06:35:25.115,84311.34,2.94734,84311.35,2.58794
LTCUSDT,2025-03-16 02:44:55.386,91.82,82.853,91.83,19.496
BTCUSDT,2025-03-16 02:47:56.848,84060.0,6.85588,84060.01,1.93133
BNBUSDT,2025-03-16 06:51:29.374,607.42,16.62,607.43,5.332
BTCUSDT,2025-03-16 04:02:36.431,84300.58,1.93108,84300.59,3.46701
BTCUSDT,2025-03-16 07:12:35.156,84007.02,3.08225,84007.03,4.4331
LTCUSDT,2025-03-16 05:20:04.213,92.32,0.166,92.33,173.511
BNBUSDT,2025-03-16 03:16:05.255,610.47,40.986,610.48,6.988
XRPUSDT,2025-03-16 04:21:45.622,2.3897,3241.0,2.3898,4747.0
LTCUSDT,2025-03-16 03:18:05.721,91.82,87.767,91.83,61.564
XRPUSDT,2025-03-16 04:59:58.822,2.3847,29187.0,2.3848,2810.0
LTCUSDT,2025-03-16 04:39:51.298,92.36,28.796,92.37,61.714
XRPUSDT,2025-03-16 01:51:40.457,2.3836,5604.0,2.3837,5736.0
BTCUSDT,2025-03-15 21:12:46.795,84301.0,3.11624,84301.01,3.89902
LTCUSDT,2025-03-16 00:02:33.272,92.19,40.936,92.2,19.417
ETHUSDT,2025-03-16 06:04:16.502,1932.24,160.9946,1932.25,0.2138
BNBUSDT,2025-03-15 19:33:26.211,611.63,30.073,611.64,1.035
XRPUSDT,2025-03-15 21:40:37.856,2.4158,2662.0,2.4159,1795.0
XRPUSDT,2025-03-16 04:51:56.915,2.3836,2174.0,2.3837,16436.0
XRPUSDT,2025-03-16 00:45:07.568,2.4001,5721.0,2.4002,5514.0
LTCUSDT,2025-03-15 22:14:22.246,93.26,165.759,93.27,0.27
ETHUSDT,2025-03-16 04:04:36.997,1926.68,22.2484,1926.69,32.5158
XRPUSDT,2025-03-16 00:12:49.953,2.384,4010.0,2.3841,8605.0
BTCUSDT,2025-03-15 22:41:43.124,84353.49,1.1661,84353.5,2.5137
BNBUSDT,2025-03-15 20:27:00.880,612.59,5.161,612.6,41.036
LTCUSDT,2025-03-15 21:49:40.670,93.4,34.227,93.41,3.766
BTCUSDT,2025-03-16 05:43:09.705,84338.54,7.71644,84338.55,5.36491
LTCUSDT,2025-03-16 05:40:08.972,92.47,29.417,92.48,79.318
XRPUSDT,2025-03-16 03:56:34.758,2.3841,693.0,2.3842,18481.0
LTCUSDT,2025-03-15 19:37:41.773,92.56,54.186,92.57,30.468
BNBUSDT,2025-03-16 05:55:14.274,608.51,34.533,608.52,14.533
LTCUSDT,2025-03-15 22:58:48.024,93.02,121.029,93.03,13.773
BTCUSDT,2025-03-15 23:41:26.301,84356.99,3.08504,84357.0,2.36479
XRPUSDT,2025-03-15 23:59:32.520,2.3905,3450.0,2.3906,12862.0
ETHUSDT,2025-03-16 07:16:37.145,1924.19,31.4853,1924.2,25.933
LTCUSDT,2025-03-16 06:24:22.652,92.49,105.324,92.5,1.712
LTCUSDT,2025-03-16 01:40:37.581,91.94,48.296,91.95,74.866
XRPUSDT,2025-03-15 20:48:33.970,2.4128,19107.0,2.4129,21.0
ETHUSDT,2025-03-16 05:35:07.813,1933.55,111.5293,1933.56,26.1341
XRPUSDT,2025-03-15 20:38:18.914,2.4082,7686.0,2.4083,13528.0
ETHUSDT,2025-03-16 02:34:53.051,1925.15,38.9341,1925.16,53.9837
BTCUSDT,2025-03-16 03:14:04.763,84017.88,4.39675,84017.89,1.60924
ETHUSDT,2025-03-16 03:10:02.194,1925.51,38.3781,1925.52,20.9102
BTCUSDT,2025-03-16 00:10:49.493,84299.93,4.30588,84299.94,2.36196
BNBUSDT,2025-03-16 05:54:13.976,608.44,0.036,608.45,35.239
ETHUSDT,2025-03-16 07:14:35.625,1922.87,120.6276,1922.88,7.2394
ETHUSDT,2025-03-15 23:36:25.178,1941.36,73.5265,1941.37,5.841
XRPUSDT,2025-03-16 00:18:52.002,2.385,9514.0,2.3851,5353.0
ETHUSDT,2025-03-15 23:15:54.217,1941.0,25.0707,1941.01,35.5206
ETHUSDT,2025-03-15 21:38:37.385,1946.89,70.3415,1946.9,46.2477
LTCUSDT,2025-03-16 03:07:01.522,91.74,54.556,91.75,37.413
BNBUSDT,2025-03-15 21:40:37.853,618.69,10.902,618.7,11.8
LTCUSDT,2025-03-16 05:23:04.904,92.3,165.298,92.31,1.847
XRPUSDT,2025-03-15 18:43:55.557,2.4001,11752.0,2.4002,2282.0
BNBUSDT,2025-03-16 02:47:56.853,614.22,8.478,614.23,8.413
LTCUSDT,2025-03-16 05:59:15.271,92.58,77.387,92.59,1.856
XRPUSDT,2025-03-16 02:01:43.026,2.3785,8717.0,2.3786,4477.0
LTCUSDT,2025-03-16 02:13:46.156,91.5,154.071,91.51,0.5
ETHUSDT,2025-03-16 03:21:06.386,1926.37,28.9092,1926.38,50.0933
ETHUSDT,2025-03-16 03:37:26.590,1928.78,102.3776,1928.79,3.2137
BNBUSDT,2025-03-16 03:13:04.540,609.44,40.798,609.45,66.904
BTCUSDT,2025-03-16 02:30:50.334,83935.82,4.98076,83935.83,1.04082
ETHUSDT,2025-03-16 06:39:25.976,1933.3,21.462,1933.31,58.8025
LTCUSDT,2025-03-16 06:39:25.978,92.55,0.92,92.56,92.044
BTCUSDT,2025-03-15 19:43:43.211,84251.18,2.18291,84251.19,4.54738
BTCUSDT,2025-03-15 21:56:42.631,84436.56,1.74941,84436.57,1.01797
BNBUSDT,2025-03-16 06:32:24.452,607.79,10.934,607.8,7.061
XRPUSDT,2025-03-16 05:23:04.903,2.391,13093.0,2.3911,3176.0
BNBUSDT,2025-03-15 22:24:24.540,618.01,31.661,618.02,0.907
LTCUSDT,2025-03-15 19:33:26.213,92.8,78.289,92.81,22.807
BNBUSDT,2025-03-16 05:11:01.752,607.71,15.093,607.72,0.476
LTCUSDT,2025-03-16 06:10:18.870,92.39,28.495,92.4,91.141
BNBUSDT,2025-03-16 00:02:33.270,619.1,15.344,619.11,5.26
LTCUSDT,2025-03-15 20:10:41.352,93.17,44.206,93.18,8.944
LTCUSDT,2025-03-16 02:51:57.807,91.61,264.818,91.62,0.835
LTCUSDT,2025-03-15 20:44:20.364,93.1,15.108,93.11,49.408
BNBUSDT,2025-03-15 19:37:41.771,610.91,1.834,610.92,22.571
ETHUSDT,2025-03-16 01:36:33.655,1922.37,12.0953,1922.38,67.3568
LTCUSDT,2025-03-16 01:02:13.947,92.49,15.166,92.5,205.12
BTCUSDT,2025-03-15 19:29:25.311,84225.3,0.14158,84225.31,7.88114
BNBUSDT,2025-03-16 03:55:34.497,608.84,2.553,608.85,18.141
XRPUSDT,2025-03-16 04:17:41.117,2.3914,11091.0,2.3915,3128.0
BTCUSDT,2025-03-16 01:56:41.599,83905.47,2.10737,83905.48,2.81268
XRPUSDT,2025-03-15 21:50:40.883,2.4116,829.0,2.4117,1713.0
BNBUSDT,2025-03-16 04:08:37.951,608.66,20.361,608.67,58.371
XRPUSDT,2025-03-16 03:06:01.279,2.3737,1077.0,2.3738,10519.0
BNBUSDT,2025-03-16 05:06:00.289,608.67,11.524,608.68,10.026
BTCUSDT,2025-03-15 22:04:58.929,84398.8,0.02094,84398.81,6.80404
LTCUSDT,2025-03-16 00:12:49.954,92.18,72.289,92.19,79.006
BTCUSDT,2025-03-16 01:41:37.849,84029.26,1.05038,84029.27,4.45036
BTCUSDT,2025-03-15 23:42:26.551,84356.99,3.10945,84357.0,1.97226
BTCUSDT,2025-03-16 06:08:18.380,84338.93,0.57904,84338.94,5.02734
BNBUSDT,2025-03-16 02:19:47.758,612.24,18.189,612.25,8.275
XRPUSDT,2025-03-15 22:16:22.727,2.4086,3688.0,2.4087,4908.0
LTCUSDT,2025-03-15 19:03:15.841,92.77,24.119,92.78,557.582
XRPUSDT,2025-03-16 07:08:34.229,2.3759,1279.0,2.376,15982.0
LTCUSDT,2025-03-16 06:11:19.122,92.42,104.234,92.43,55.213
BNBUSDT,2025-03-16 00:46:07.784,619.96,40.53,619.97,12.561
ETHUSDT,2025-03-16 00:36:03.502,1938.39,36.2364,1938.4,25.6344
BNBUSDT,2025-03-16 03:07:01.520,610.65,44.657,610.66,9.913
BNBUSDT,2025-03-16 02:37:53.755,613.76,4.912,613.77,25.245
ETHUSDT,2025-03-16 04:23:46.063,1927.65,35.1062,1927.66,39.8134
ETHUSDT,2025-03-15 19:38:41.997,1931.88,6.0519,1931.89,57.672
BTCUSDT,2025-03-15 23:51:28.650,84386.97,4.08491,84386.98,1.67207
XRPUSDT,2025-03-15 20:02:04.460,2.4017,20647.0,2.4018,2804.0
ETHUSDT,2025-03-15 23:58:32.294,1936.86,115.929,1936.87,0.7855
LTCUSDT,2025-03-16 05:13:02.230,92.25,36.334,92.26,71.683
BNBUSDT,2025-03-16 02:13:46.154,612.56,0.294,612.57,20.489
BNBUSDT,2025-03-16 02:11:45.661,612.15,20.392,612.16,2.206
BNBUSDT,2025-03-16 06:19:20.989,607.33,21.688,607.34,1.514
ETHUSDT,2025-03-16 00:32:02.513,1939.18,34.5804,1939.19,36.6173
LTCUSDT,2025-03-15 19:38:41.999,92.68,50.181,92.69,20.046
LTCUSDT,2025-03-16 03:19:05.940,91.81,53.148,91.82,64.928
LTCUSDT,2025-03-15 23:11:53.009,92.89,11.045,92.9,64.064
LTCUSDT,2025-03-16 03:32:25.406,92.13,69.254,92.14,32.31
XRPUSDT,2025-03-16 06:47:28.181,2.3919,2401.0,2.392,6524.0
ETHUSDT,2025-03-15 20:41:19.629,1943.62,2.7701,1943.63,117.9155
BNBUSDT,2025-03-16 04:41:53.565,607.18,2.972,607.19,15.642
XRPUSDT,2025-03-15 22:46:44.387,2.3994,9897.0,2.3995,4657.0
ETHUSDT,2025-03-16 02:57:59.164,1923.0,42.5587,1923.01,44.5767
BNBUSDT,2025-03-16 07:19:37.812,606.19,42.963,606.2,0.172
